Date;Produit;Region;Ventes;Prix Unitaire;Cost Unit;Promo;Stock;Marketing Budget;Customer Satisfaction;Weather;Holiday;Revenue
2021-10-21;Produit_B;Tanger;110;57.07;44.16;0;267;1145;2.0;Cloudy;No;6277.88
2021-10-22;Produit_C;Rabat;115;65.37;11.46;0;936;3324;1.0;Sunny;No;7517.35
2021-10-23;Produit_D;Tanger;92;24.66;13.59;1;730;4611;3.7;Cloudy;No;2268.73
2021-10-24;Produit_E;Rabat;62;29.51;37.86;0;387;1445;4.3;Sunny;No;1829.36
2021-10-25;Produit_A;Tanger;192;98.51;38.65;0;539;2505;4.5;Cloudy;Yes;18914.42
2021-10-26;Produit_B;Rabat;171;66.57;25.91;1;580;1559;4.9;Sunny;No;11383.78
2021-10-27;Produit_C;Tanger;152;14.26;12.44;0;410;3064;4.2;Cloudy;No;2166.95
2021-10-28;Produit_D;Rabat;106;50.05;46.37;0;783;1468;2.9;Sunny;No;5305.1
2021-10-29;Produit_E;Tanger;157;84.66;20.55;1;785;1210;1.1;Cloudy;No;13291.04
2021-10-30;Produit_A;Rabat;295;60.24;11.61;0;839;1144;1.5;Sunny;Yes;17771.52
2021-10-31;Produit_B;Tanger;164;32.47;45.85;1;918;1956;4.2;Cloudy;No;5325.1
2021-11-01;Produit_B;Tanger;87;76.69;7.95;0;793;4148;2.1;Cloudy;No;6672.08
2021-11-02;Produit_C;Rabat;261;14.54;24.73;1;510;4816;1.9;Sunny;No;3795.42
2021-11-03;Produit_D;Tanger;230;88.28;38.84;0;856;4166;1.2;Cloudy;No;20303.6
2021-11-04;Produit_E;Rabat;205;40.77;42.68;0;360;3027;1.1;Sunny;No;8357.35
2021-11-05;Produit_A;Tanger;134;22.01;14.98;0;200;3309;2.9;Cloudy;Yes;2949.55
2021-11-06;Produit_B;Rabat;155;76.15;19.82;0;442;3645;4.5;Sunny;No;11802.64
2021-11-07;Produit_C;Tanger;252;49.87;26.31;0;638;1565;4.3;Cloudy;No;12566.96
2021-11-08;Produit_D;Rabat;63;97.73;14.53;1;460;2849;3.6;Sunny;No;6156.77
2021-11-09;Produit_E;Tanger;193;36.64;12.37;1;255;3408;3.5;Cloudy;No;7070.79
2021-11-10;Produit_A;Rabat;290;53.21;21.37;1;842;2716;1.2;Sunny;Yes;15429.81
2021-11-11;Produit_B;Tanger;259;34.02;39.01;1;412;1646;3.5;Cloudy;No;8811.37
2021-11-12;Produit_C;Rabat;187;66.44;47.46;1;328;2922;2.2;Sunny;No;12423.75
2021-11-13;Produit_D;Tanger;124;49.5;14.84;1;630;2877;4.8;Cloudy;No;6137.68
2021-11-14;Produit_E;Rabat;65;56.78;34.99;1;380;3131;1.3;Sunny;No;3690.8
2021-11-15;Produit_A;Tanger;234;53.6;9.71;1;513;4191;1.0;Cloudy;Yes;12541.39
2021-11-16;Produit_B;Rabat;115;49.11;11.09;1;187;4895;2.1;Sunny;No;5647.47
2021-11-17;Produit_C;Tanger;94;12.95;11.88;1;295;2659;4.0;Cloudy;No;1217.03
2021-11-18;Produit_D;Rabat;91;75.05;16.34;0;236;1690;3.5;Sunny;No;6829.54
2021-11-19;Produit_E;Tanger;216;67.19;36.12;1;448;3400;3.3;Cloudy;No;14512.41
2021-11-20;Produit_A;Rabat;174;68.95;47.2;1;770;4348;1.5;Sunny;Yes;11996.6
2021-11-21;Produit_B;Tanger;126;85.98;44.97;0;151;1889;3.4;Cloudy;No;10833.27
2021-11-22;Produit_C;Rabat;129;27.67;7.14;0;243;3178;2.4;Sunny;No;3569.89
2021-11-23;Produit_D;Tanger;231;38.58;9.3;1;266;1065;4.7;Cloudy;No;8912.56
2021-11-24;Produit_E;Rabat;61;73.92;6.22;0;908;3710;4.5;Sunny;No;4509.04
2021-11-25;Produit_A;Tanger;121;67.73;16.8;1;975;2986;4.2;Cloudy;Yes;8195.4
2021-11-26;Produit_B;Rabat;206;84.74;5.08;1;623;3576;1.6;Sunny;No;17457.09
2021-11-27;Produit_C;Tanger;64;56.22;42.87;0;477;3075;2.5;Cloudy;No;3597.88
2021-11-28;Produit_D;Rabat;219;37.37;47.84;0;368;1658;1.4;Sunny;No;8184.73
2021-11-29;Produit_E;Tanger;142;72.52;8.19;0;111;3682;4.6;Cloudy;No;10298.13
2021-11-30;Produit_A;Rabat;286;38.82;27.36;0;906;2557;2.8;Sunny;Yes;11102.23
2021-12-01;Produit_B;Tanger;178;59.72;37.05;1;325;1764;1.6;Cloudy;No;10629.88
2021-12-02;Produit_C;Rabat;300;53.15;24.92;0;224;1778;3.1;Sunny;No;15944.34
2021-12-03;Produit_D;Tanger;76;42.34;37.52;1;577;3484;1.2;Cloudy;No;3217.67
2021-12-04;Produit_E;Rabat;79;49.53;9.79;1;840;2757;2.9;Sunny;No;3912.48
2021-12-05;Produit_A;Tanger;296;50.62;12.96;0;766;3571;2.3;Cloudy;Yes;14982.9
2021-12-06;Produit_B;Rabat;56;99.7;43.81;1;619;4833;3.8;Sunny;No;5583.35
2021-12-07;Produit_C;Tanger;76;68.69;14.0;0;267;2223;3.3;Cloudy;No;5220.47
2021-12-08;Produit_D;Rabat;264;35.09;39.33;1;948;4646;1.7;Sunny;No;9264.47
2021-12-09;Produit_E;Tanger;278;17.53;36.05;1;741;2829;4.1;Cloudy;No;4873.86
2021-12-10;Produit_A;Rabat;66;53.47;42.04;1;243;3886;3.6;Sunny;Yes;3528.82
2021-12-11;Produit_B;Tanger;259;24.95;32.7;0;134;4269;4.7;Cloudy;No;6461.82
2021-12-12;Produit_C;Rabat;187;41.01;15.55;1;320;2044;4.9;Sunny;No;7668.12
2021-12-13;Produit_D;Tanger;130;58.92;39.69;0;474;2177;3.6;Cloudy;No;7659.88
2021-12-14;Produit_E;Rabat;300;85.82;10.14;0;673;4266;1.1;Sunny;No;25745.31
2021-12-15;Produit_A;Tanger;136;29.07;34.2;1;182;4081;2.7;Cloudy;Yes;3954.08
2021-12-16;Produit_B;Rabat;265;66.29;37.16;0;997;4531;5.0;Sunny;No;17566.61
2021-12-17;Produit_C;Tanger;55;68.76;29.27;1;272;1013;4.5;Cloudy;No;3781.7
2021-12-18;Produit_D;Rabat;194;95.61;25.85;0;234;1834;1.9;Sunny;No;18549.05
2021-12-19;Produit_E;Tanger;270;55.86;27.62;1;209;3350;4.8;Cloudy;No;15081.0
2021-12-20;Produit_A;Rabat;268;84.75;37.69;0;815;2722;1.1;Sunny;Yes;22711.89
2021-12-21;Produit_B;Tanger;262;12.55;40.85;0;199;2543;1.8;Cloudy;No;3289.01
2021-12-22;Produit_C;Rabat;196;82.09;26.51;1;769;3880;3.7;Sunny;No;16089.98
2021-12-23;Produit_D;Tanger;81;71.06;45.85;0;904;3091;1.8;Cloudy;No;5756.22
2021-12-24;Produit_E;Rabat;106;33.13;28.87;1;157;4915;3.2;Sunny;No;3512.07
2021-12-25;Produit_A;Tanger;175;73.18;10.66;1;383;1151;1.3;Cloudy;Yes;12805.73
2021-12-26;Produit_B;Rabat;192;63.71;46.62;0;852;3476;4.8;Sunny;No;12232.98
2021-12-27;Produit_C;Tanger;109;43.52;13.61;1;125;1858;4.2;Cloudy;No;4743.14
2021-12-28;Produit_D;Rabat;266;97.4;22.77;0;104;3667;4.2;Sunny;No;25907.82
2021-12-29;Produit_E;Tanger;256;99.49;43.37;0;369;1536;1.7;Cloudy;No;25470.12
2021-12-30;Produit_A;Rabat;275;46.18;45.48;1;498;2587;1.3;Sunny;Yes;12700.49
2021-12-31;Produit_B;Tanger;142;95.28;23.3;0;120;3484;2.9;Cloudy;No;13529.3
2022-01-01;Produit_B;Tanger;171;97.58;33.31;1;659;2000;1.1;Cloudy;No;16685.88
2022-01-02;Produit_C;Rabat;171;87.88;13.18;1;250;1156;3.5;Sunny;No;15027.61
2022-01-03;Produit_D;Tanger;262;68.36;40.3;1;866;2704;4.2;Cloudy;No;17909.77
2022-01-04;Produit_E;Rabat;253;52.65;14.37;0;560;3830;2.7;Sunny;No;13320.84
2022-01-05;Produit_A;Tanger;57;71.79;35.91;1;701;3922;4.7;Cloudy;Yes;4091.8
2022-01-06;Produit_B;Rabat;79;25.89;36.98;1;446;4854;3.1;Sunny;No;2045.24
2022-01-07;Produit_C;Tanger;136;91.25;26.16;1;214;1394;2.9;Cloudy;No;12410.17
2022-01-08;Produit_D;Rabat;244;27.56;45.38;1;364;1078;2.9;Sunny;No;6725.1
2022-01-09;Produit_E;Tanger;243;95.06;41.05;1;241;2984;3.6;Cloudy;No;23098.54
2022-01-10;Produit_A;Rabat;169;97.31;13.0;1;265;2152;2.3;Sunny;Yes;16444.68
2022-01-11;Produit_B;Tanger;212;34.03;30.5;0;254;3311;4.4;Cloudy;No;7213.96
2022-01-12;Produit_C;Rabat;282;45.05;18.27;1;838;4391;1.8;Sunny;No;12705.47
2022-01-13;Produit_D;Tanger;115;86.6;39.63;0;920;2330;1.4;Cloudy;No;9958.54
2022-01-14;Produit_E;Rabat;275;58.74;36.62;1;234;2002;1.3;Sunny;No;16152.47
2022-01-15;Produit_A;Tanger;196;56.13;24.4;0;811;2998;4.4;Cloudy;Yes;11001.26
2022-01-16;Produit_B;Rabat;178;41.12;27.73;1;881;2760;3.8;Sunny;No;7319.18
2022-01-17;Produit_C;Tanger;194;74.66;49.02;1;330;1206;4.8;Cloudy;No;14483.33
2022-01-18;Produit_D;Rabat;167;14.49;26.34;0;244;3341;3.8;Sunny;No;2420.42
2022-01-19;Produit_E;Tanger;258;11.9;31.76;1;144;4606;3.1;Cloudy;No;3069.02
2022-01-20;Produit_A;Rabat;259;48.26;46.0;0;386;4958;4.9;Sunny;Yes;12499.83
2022-01-21;Produit_B;Tanger;131;69.7;49.86;0;507;3973;4.2;Cloudy;No;9130.12
2022-01-22;Produit_C;Rabat;60;41.57;7.65;0;452;3031;3.0;Sunny;No;2494.44
2022-01-23;Produit_D;Tanger;233;12.23;16.71;1;852;3622;1.2;Cloudy;No;2849.97
2022-01-24;Produit_E;Rabat;50;39.69;25.94;1;566;1695;4.0;Sunny;No;1984.65
2022-01-25;Produit_A;Tanger;232;34.52;28.78;0;626;4587;2.8;Cloudy;Yes;8009.14
2022-01-26;Produit_B;Rabat;214;83.18;12.47;1;754;2659;1.8;Sunny;No;17799.55
2022-01-27;Produit_C;Tanger;161;25.84;16.28;0;282;4399;3.5;Cloudy;No;4160.19
2022-01-28;Produit_D;Rabat;106;85.12;33.68;1;891;3604;3.2;Sunny;No;9022.58
2022-01-29;Produit_E;Tanger;91;68.98;35.56;0;848;2647;3.7;Cloudy;No;6277.25
2022-01-30;Produit_A;Rabat;284;14.2;35.95;1;453;1685;1.8;Sunny;Yes;4033.27
2022-01-31;Produit_B;Tanger;208;76.11;38.26;0;652;1665;1.3;Cloudy;No;15831.58
2022-02-01;Produit_B;Tanger;176;50.46;46.43;0;386;3154;2.4;Cloudy;No;8880.62
2022-02-02;Produit_C;Rabat;77;15.07;30.02;0;880;3682;3.3;Sunny;No;1160.53
2022-02-03;Produit_D;Tanger;65;47.68;25.37;0;517;2185;2.9;Cloudy;No;3099.5
2022-02-04;Produit_E;Rabat;98;19.24;43.47;0;368;3956;2.7;Sunny;No;1885.84
2022-02-05;Produit_A;Tanger;145;96.77;9.84;1;228;4407;1.2;Cloudy;Yes;14031.8
2022-02-06;Produit_B;Rabat;175;83.45;13.55;1;255;1461;3.7;Sunny;No;14604.28
2022-02-07;Produit_C;Tanger;148;60.01;21.63;0;140;4126;2.6;Cloudy;No;8880.87
2022-02-08;Produit_D;Rabat;70;17.23;15.76;0;870;1189;2.0;Sunny;No;1205.83
2022-02-09;Produit_E;Tanger;297;93.99;15.77;0;237;3094;2.8;Cloudy;No;27914.99
2022-02-10;Produit_A;Rabat;244;54.86;11.95;1;806;4394;2.7;Sunny;Yes;13385.88
2022-02-11;Produit_B;Tanger;53;80.05;39.82;0;513;2607;3.5;Cloudy;No;4242.42
2022-02-12;Produit_C;Rabat;65;39.53;11.75;0;166;4516;1.7;Sunny;No;2569.45
2022-02-13;Produit_D;Tanger;278;44.95;29.17;1;913;1530;2.7;Cloudy;No;12496.0
2022-02-14;Produit_E;Rabat;158;25.07;38.14;0;327;1269;4.2;Sunny;No;3961.12
2022-02-15;Produit_A;Tanger;155;86.95;49.74;1;200;4487;1.0;Cloudy;Yes;13476.71
2022-02-16;Produit_B;Rabat;300;91.17;33.64;1;150;4658;3.5;Sunny;No;27351.39
2022-02-17;Produit_C;Tanger;250;44.16;23.32;0;440;3989;4.0;Cloudy;No;11040.63
2022-02-18;Produit_D;Rabat;112;31.66;19.67;0;545;2246;2.2;Sunny;No;3545.44
2022-02-19;Produit_E;Tanger;178;58.59;12.73;0;475;1743;4.4;Cloudy;No;10429.75
2022-02-20;Produit_A;Rabat;239;17.61;14.05;1;858;4839;4.3;Sunny;Yes;4208.3
2022-02-21;Produit_B;Tanger;272;87.35;45.36;0;512;4866;3.3;Cloudy;No;23758.27
2022-02-22;Produit_C;Rabat;104;39.52;29.08;1;762;1572;1.4;Sunny;No;4110.24
2022-02-23;Produit_D;Tanger;92;14.87;44.3;0;398;2099;1.1;Cloudy;No;1368.22
2022-02-24;Produit_E;Rabat;67;89.3;24.08;1;424;2203;2.9;Sunny;No;5982.93
2022-02-25;Produit_A;Tanger;161;60.08;46.69;0;402;1737;3.8;Cloudy;Yes;9673.1
2022-02-26;Produit_B;Rabat;187;85.75;5.13;1;362;3592;1.7;Sunny;No;16036.01
2022-02-27;Produit_C;Tanger;74;28.07;22.08;0;510;1500;2.2;Cloudy;No;2077.07
2022-02-28;Produit_D;Rabat;59;90.87;12.58;0;862;1244;4.8;Sunny;No;5361.07
2022-03-01;Produit_B;Tanger;229;98.48;34.21;0;323;2711;1.2;Cloudy;No;22552.73
2022-03-02;Produit_C;Rabat;224;68.71;13.12;0;220;2417;2.9;Sunny;No;15392.05
2022-03-03;Produit_D;Tanger;252;88.16;25.84;1;127;1996;2.0;Cloudy;No;22216.17
2022-03-04;Produit_E;Rabat;255;10.54;16.55;0;577;3441;2.5;Sunny;No;2687.87
2022-03-05;Produit_A;Tanger;191;27.25;34.05;0;618;1455;2.5;Cloudy;Yes;5204.08
2022-03-06;Produit_B;Rabat;271;25.49;41.83;1;661;4792;2.7;Sunny;No;6908.94
2022-03-07;Produit_C;Tanger;215;11.26;34.65;0;863;1300;3.2;Cloudy;No;2421.86
2022-03-08;Produit_D;Rabat;300;31.93;18.23;1;882;2955;1.6;Sunny;No;9579.75
2022-03-09;Produit_E;Tanger;260;27.52;35.12;1;791;2776;3.0;Cloudy;No;7155.44
2022-03-10;Produit_A;Rabat;74;42.48;17.26;0;141;2606;3.5;Sunny;Yes;3143.43
2022-03-11;Produit_B;Tanger;219;18.63;8.06;1;753;4550;1.8;Cloudy;No;4079.54
2022-03-12;Produit_C;Rabat;132;11.5;48.16;1;725;4376;3.3;Sunny;No;1517.81
2022-03-13;Produit_D;Tanger;257;61.99;5.35;1;556;2487;3.8;Cloudy;No;15930.27
2022-03-14;Produit_E;Rabat;296;50.18;30.0;1;915;1809;4.8;Sunny;No;14854.37
2022-03-15;Produit_A;Tanger;51;77.53;42.75;0;804;2238;4.9;Cloudy;Yes;3953.99
2022-03-16;Produit_B;Rabat;60;44.7;49.17;1;634;3480;1.6;Sunny;No;2682.02
2022-03-17;Produit_C;Tanger;239;56.92;38.82;0;702;1982;3.9;Cloudy;No;13604.32
2022-03-18;Produit_D;Rabat;182;47.72;6.22;1;250;4345;2.1;Sunny;No;8684.82
2022-03-19;Produit_E;Tanger;177;17.63;7.03;1;111;3876;1.6;Cloudy;No;3121.23
2022-03-20;Produit_A;Rabat;260;12.04;40.91;0;261;4720;2.2;Sunny;Yes;3130.08
2022-03-21;Produit_B;Tanger;135;55.44;49.1;1;757;2981;4.6;Cloudy;No;7484.49
2022-03-22;Produit_C;Rabat;278;16.95;5.3;0;945;3124;2.9;Sunny;No;4713.41
2022-03-23;Produit_D;Tanger;254;27.17;20.25;1;105;3857;1.3;Cloudy;No;6900.72
2022-03-24;Produit_E;Rabat;213;58.6;8.76;0;228;2911;1.7;Sunny;No;12481.2
2022-03-25;Produit_A;Tanger;121;56.85;8.67;1;839;4398;1.0;Cloudy;Yes;6878.57
2022-03-26;Produit_B;Rabat;87;18.0;10.94;0;738;3053;1.8;Sunny;No;1566.11
2022-03-27;Produit_C;Tanger;69;43.76;30.86;0;567;1033;2.2;Cloudy;No;3019.24
2022-03-28;Produit_D;Rabat;167;22.86;49.38;1;358;3243;1.3;Sunny;No;3816.95
2022-03-29;Produit_E;Tanger;176;41.04;37.51;1;293;4998;4.5;Cloudy;No;7222.35
2022-03-30;Produit_A;Rabat;218;69.83;49.81;0;750;2472;1.1;Sunny;Yes;15223.46
2022-03-31;Produit_B;Tanger;217;97.03;23.19;1;499;2300;2.7;Cloudy;No;21055.91
2022-04-01;Produit_B;Tanger;241;14.04;12.88;1;901;3363;2.5;Cloudy;No;3382.68
2022-04-02;Produit_C;Rabat;230;19.0;14.51;1;978;3374;1.3;Sunny;No;4370.83
2022-04-03;Produit_D;Tanger;273;88.53;31.39;1;489;4132;3.5;Cloudy;No;24168.74
2022-04-04;Produit_E;Rabat;104;21.53;21.09;1;579;4033;4.6;Sunny;No;2239.13
2022-04-05;Produit_A;Tanger;189;81.89;34.58;1;992;3568;3.5;Cloudy;Yes;15477.47
2022-04-06;Produit_B;Rabat;50;20.65;7.58;0;718;1213;2.0;Sunny;No;1032.73
2022-04-07;Produit_C;Tanger;104;43.22;38.93;0;878;3669;1.8;Cloudy;No;4495.33
2022-04-08;Produit_D;Rabat;284;66.67;15.28;1;218;3925;1.3;Sunny;No;18933.48
2022-04-09;Produit_E;Tanger;212;48.39;16.46;1;505;1725;3.0;Cloudy;No;10258.24
2022-04-10;Produit_A;Rabat;198;95.72;12.42;0;136;4190;3.9;Sunny;Yes;18952.9
2022-04-11;Produit_B;Tanger;206;39.53;10.45;0;581;4681;3.6;Cloudy;No;8144.2
2022-04-12;Produit_C;Rabat;172;94.28;41.78;1;842;3183;2.9;Sunny;No;16216.85
2022-04-13;Produit_D;Tanger;164;62.65;20.97;0;696;2700;2.5;Cloudy;No;10274.81
2022-04-14;Produit_E;Rabat;226;60.82;27.03;0;318;4910;3.7;Sunny;No;13744.54
2022-04-15;Produit_A;Tanger;83;42.11;33.58;0;228;1890;3.9;Cloudy;Yes;3495.18
2022-04-16;Produit_B;Rabat;199;78.35;8.41;0;822;4493;1.9;Sunny;No;15590.67
2022-04-17;Produit_C;Tanger;141;24.02;39.2;1;799;1714;1.2;Cloudy;No;3387.39
2022-04-18;Produit_D;Rabat;170;70.3;27.3;0;373;3888;3.3;Sunny;No;11950.48
2022-04-19;Produit_E;Tanger;149;82.15;25.59;1;905;1661;4.3;Cloudy;No;12239.84
2022-04-20;Produit_A;Rabat;186;30.58;25.02;0;198;1293;1.8;Sunny;Yes;5687.26
2022-04-21;Produit_B;Tanger;280;27.18;17.78;1;116;4371;4.3;Cloudy;No;7610.57
2022-04-22;Produit_C;Rabat;150;37.99;33.89;0;839;4220;2.7;Sunny;No;5698.66
2022-04-23;Produit_D;Tanger;74;61.77;5.72;1;740;4632;4.4;Cloudy;No;4571.16
2022-04-24;Produit_E;Rabat;189;64.45;39.49;0;698;3206;2.8;Sunny;No;12181.63
2022-04-25;Produit_A;Tanger;163;29.84;43.53;0;862;3396;3.7;Cloudy;Yes;4863.58
2022-04-26;Produit_B;Rabat;71;16.89;16.96;1;121;1136;2.6;Sunny;No;1199.5
2022-04-27;Produit_C;Tanger;245;77.17;48.23;0;530;4398;2.7;Cloudy;No;18907.69
2022-04-28;Produit_D;Rabat;233;44.17;19.9;1;494;3912;4.4;Sunny;No;10290.46
2022-04-29;Produit_E;Tanger;133;12.62;6.18;1;931;3191;1.5;Cloudy;No;1678.35
2022-04-30;Produit_A;Rabat;103;29.48;34.12;0;924;3280;2.2;Sunny;Yes;3036.71
2022-05-01;Produit_B;Tanger;160;75.63;10.79;0;599;1118;2.2;Cloudy;No;12100.69
2022-05-02;Produit_C;Rabat;201;22.77;15.97;1;660;4381;2.3;Sunny;No;4577.5
2022-05-03;Produit_D;Tanger;237;11.53;14.89;1;624;4227;4.7;Cloudy;No;2731.88
2022-05-04;Produit_E;Rabat;259;89.38;6.2;0;219;2378;2.2;Sunny;No;23149.05
2022-05-05;Produit_A;Tanger;257;43.63;44.22;1;900;3714;3.4;Cloudy;Yes;11213.4
2022-05-06;Produit_B;Rabat;216;99.3;9.97;0;948;3628;1.4;Sunny;No;21449.37
2022-05-07;Produit_C;Tanger;192;48.01;37.48;0;988;1873;1.5;Cloudy;No;9218.4
2022-05-08;Produit_D;Rabat;197;15.61;17.02;1;851;2053;2.8;Sunny;No;3074.8
2022-05-09;Produit_E;Tanger;106;57.7;38.84;0;859;3597;3.7;Cloudy;No;6116.25
2022-05-10;Produit_A;Rabat;90;42.6;47.83;1;321;3363;4.1;Sunny;Yes;3834.03
2022-05-11;Produit_B;Tanger;104;18.35;23.94;1;996;2363;4.8;Cloudy;No;1908.74
2022-05-12;Produit_C;Rabat;272;80.32;39.07;0;742;1494;3.0;Sunny;No;21846.47
2022-05-13;Produit_D;Tanger;153;43.01;9.24;1;553;4352;3.2;Cloudy;No;6581.12
2022-05-14;Produit_E;Rabat;155;19.34;35.57;1;328;2213;1.4;Sunny;No;2997.14
2022-05-15;Produit_A;Tanger;243;19.47;32.92;1;562;3458;3.3;Cloudy;Yes;4730.29
2022-05-16;Produit_B;Rabat;204;83.11;42.62;1;429;2839;3.9;Sunny;No;16955.4
2022-05-17;Produit_C;Tanger;204;16.06;47.06;1;441;3140;2.4;Cloudy;No;3276.82
2022-05-18;Produit_D;Rabat;275;13.09;24.17;0;164;4288;3.4;Sunny;No;3599.08
2022-05-19;Produit_E;Tanger;217;73.48;47.3;0;579;1714;3.5;Cloudy;No;15945.03
2022-05-20;Produit_A;Rabat;249;98.48;40.57;1;863;3539;3.2;Sunny;Yes;24521.65
2022-05-21;Produit_B;Tanger;64;64.18;18.31;0;738;3861;4.5;Cloudy;No;4107.79
2022-05-22;Produit_C;Rabat;72;45.5;42.21;0;723;1285;3.5;Sunny;No;3276.07
2022-05-23;Produit_D;Tanger;84;94.8;24.32;1;594;4969;4.7;Cloudy;No;7963.59
2022-05-24;Produit_E;Rabat;73;13.34;13.11;1;626;1815;4.4;Sunny;No;973.93
2022-05-25;Produit_A;Tanger;154;34.82;29.67;1;734;2506;3.5;Cloudy;Yes;5362.57
2022-05-26;Produit_B;Rabat;85;40.97;7.67;1;858;3141;4.8;Sunny;No;3482.62
2022-05-27;Produit_C;Tanger;197;13.07;13.42;0;489;2942;1.1;Cloudy;No;2574.77
2022-05-28;Produit_D;Rabat;273;93.8;14.39;0;541;3062;2.0;Sunny;No;25607.85
2022-05-29;Produit_E;Tanger;98;34.14;30.22;1;952;2962;1.7;Cloudy;No;3345.46
2022-05-30;Produit_A;Rabat;242;74.36;21.87;1;635;1904;2.9;Sunny;Yes;17994.22
2022-05-31;Produit_B;Tanger;256;13.79;12.45;0;541;1703;2.1;Cloudy;No;3529.36
2022-06-01;Produit_B;Tanger;98;32.63;47.83;1;124;4360;1.3;Cloudy;No;3197.62
2022-06-02;Produit_C;Rabat;82;38.06;16.62;0;824;1951;1.0;Sunny;No;3120.58
2022-06-03;Produit_D;Tanger;189;56.39;25.6;1;654;3245;3.0;Cloudy;No;10657.62
2022-06-04;Produit_E;Rabat;128;23.3;14.64;1;787;4486;4.7;Sunny;No;2982.42
2022-06-05;Produit_A;Tanger;52;85.08;36.24;1;549;2390;5.0;Cloudy;Yes;4423.98
2022-06-06;Produit_B;Rabat;113;37.85;31.68;0;310;2007;4.2;Sunny;No;4277.26
2022-06-07;Produit_C;Tanger;295;38.99;29.64;1;747;1699;3.9;Cloudy;No;11501.84
2022-06-08;Produit_D;Rabat;57;98.62;33.1;0;491;1428;3.5;Sunny;No;5621.6
2022-06-09;Produit_E;Tanger;218;46.36;32.1;1;931;1344;2.3;Cloudy;No;10106.57
2022-06-10;Produit_A;Rabat;281;33.43;19.78;0;222;4166;4.9;Sunny;Yes;9392.77
2022-06-11;Produit_B;Tanger;299;98.31;42.78;1;336;1053;5.0;Cloudy;No;29395.62
2022-06-12;Produit_C;Rabat;131;78.2;46.45;0;848;4480;3.7;Sunny;No;10244.36
2022-06-13;Produit_D;Tanger;65;17.02;36.43;1;302;4829;2.9;Cloudy;No;1106.41
2022-06-14;Produit_E;Rabat;256;89.61;28.9;0;518;3489;4.1;Sunny;No;22941.17
2022-06-15;Produit_A;Tanger;99;55.05;40.51;0;908;1089;1.2;Cloudy;Yes;5449.94
2022-06-16;Produit_B;Rabat;287;80.63;31.05;1;814;4777;3.4;Sunny;No;23140.07
2022-06-17;Produit_C;Tanger;261;79.1;43.61;1;827;2954;1.7;Cloudy;No;20645.15
2022-06-18;Produit_D;Rabat;109;68.54;21.88;0;647;3170;4.6;Sunny;No;7470.61
2022-06-19;Produit_E;Tanger;92;21.43;39.02;0;572;1810;2.3;Cloudy;No;1971.99
2022-06-20;Produit_A;Rabat;179;40.62;10.38;1;296;4780;3.2;Sunny;Yes;7270.71
2022-06-21;Produit_B;Tanger;252;79.02;36.73;0;640;3771;3.5;Cloudy;No;19913.29
2022-06-22;Produit_C;Rabat;222;87.39;15.45;1;738;2711;3.8;Sunny;No;19400.46
2022-06-23;Produit_D;Tanger;216;76.5;9.39;1;223;2025;4.4;Cloudy;No;16523.45
2022-06-24;Produit_E;Rabat;85;12.12;34.43;0;872;2664;1.6;Sunny;No;1029.79
2022-06-25;Produit_A;Tanger;71;57.92;18.52;0;121;2116;2.5;Cloudy;Yes;4112.1
2022-06-26;Produit_B;Rabat;163;10.96;47.9;1;494;2256;2.8;Sunny;No;1785.93
2022-06-27;Produit_C;Tanger;159;28.02;45.41;0;281;3086;4.3;Cloudy;No;4455.27
2022-06-28;Produit_D;Rabat;79;25.7;35.02;0;437;3663;3.7;Sunny;No;2030.65
2022-06-29;Produit_E;Tanger;224;27.82;48.98;1;160;4057;4.2;Cloudy;No;6230.9
2022-06-30;Produit_A;Rabat;114;31.27;12.96;0;425;4589;4.6;Sunny;Yes;3564.88
2022-07-01;Produit_B;Tanger;120;34.97;29.86;1;771;4085;4.1;Cloudy;No;4196.07
2022-07-02;Produit_C;Rabat;254;79.09;45.36;0;656;4911;2.5;Sunny;No;20089.39
2022-07-03;Produit_D;Tanger;97;18.19;47.58;0;158;4296;2.3;Cloudy;No;1764.36
2022-07-04;Produit_E;Rabat;275;80.65;34.41;1;605;4618;2.4;Sunny;No;22178.6
2022-07-05;Produit_A;Tanger;296;35.9;49.23;0;203;1839;4.3;Cloudy;Yes;10624.95
2022-07-06;Produit_B;Rabat;277;22.6;25.62;1;113;4890;3.8;Sunny;No;6260.1
2022-07-07;Produit_C;Tanger;260;41.93;30.76;0;493;4178;3.3;Cloudy;No;10903.08
2022-07-08;Produit_D;Rabat;137;64.76;24.36;1;727;2807;3.3;Sunny;No;8871.96
2022-07-09;Produit_E;Tanger;188;70.77;36.76;1;225;2015;4.6;Cloudy;No;13304.59
2022-07-10;Produit_A;Rabat;295;24.5;27.36;0;248;2524;3.6;Sunny;Yes;7226.64
2022-07-11;Produit_B;Tanger;264;54.59;19.18;0;112;1486;3.1;Cloudy;No;14411.71
2022-07-12;Produit_C;Rabat;150;71.95;13.69;0;559;2770;3.2;Sunny;No;10792.01
2022-07-13;Produit_D;Tanger;234;31.8;17.57;1;342;3784;1.0;Cloudy;No;7440.8
2022-07-14;Produit_E;Rabat;286;68.56;42.37;1;622;1352;4.8;Sunny;No;19608.73
2022-07-15;Produit_A;Tanger;287;93.75;40.71;1;728;1473;4.6;Cloudy;Yes;26907.66
